"NR_ANO_ELEICAO";"CD_PAIS";"NM_PAIS";"SG_REGIAO";"NM_REGIAO";"SG_UF";"NM_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"QTD_ELEITORES";"QTD_ELEITORES_FEMININO";"QTD_ELEITORES_MASCULINO";"QTD_ELEITORES_NAOINFORMADO";"QTD_ELEITORES_MENOR16";"QTD_ELEITORES_16";"QTD_ELEITORES_17";"QTD_ELEITORES_18";"QTD_ELEITORES_19";"QTD_ELEITORES_20";"QTD_ELEITORES_21A24";"QTD_ELEITORES_25A29";"QTD_ELEITORES_30A34";"QTD_ELEITORES_35A39";"QTD_ELEITORES_40A44";"QTD_ELEITORES_45A49";"QTD_ELEITORES_50A54";"QTD_ELEITORES_55A59";"QTD_ELEITORES_60A64";"QTD_ELEITORES_65A69";"QTD_ELEITORES_70A74";"QTD_ELEITORES_75A79";"QTD_ELEITORES_80A84";"QTD_ELEITORES_85A89";"QTD_ELEITORES_90A94";"QTD_ELEITORES_95A99";"QTD_ELEITORES_MAIORIGUAL100";"QTD_ELEITORES_IDADEINVALIDO";"QTD_ELEITORES_IDADENAOSEAPLICA";"QTD_ELEITORES_IDADENAOINFORMADA";"QTD_ELEITORES_COMBIOMETRIA";"QTD_ELEITORES_SEMBIOMETRIA";"QTD_ELEITORES_DEFICIENTE";"QUANTITATIVO_NOMESOCIAL"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93998";"IPORÁ";"24149";"12793";"11356";"0";"0";"58";"178";"329";"404";"420";"1746";"2156";"2079";"2206";"2216";"2314";"2400";"2033";"1789";"1328";"1030";"741";"444";"206";"56";"12";"4";"0";"0";"0";"24083";"66";"132";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94013";"ISRAELÂNDIA";"2570";"1273";"1297";"0";"0";"16";"31";"39";"39";"42";"168";"214";"219";"210";"226";"288";"257";"195";"203";"152";"119";"87";"43";"17";"4";"1";"0";"0";"0";"0";"2568";"2";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94030";"ITABERAÍ";"29020";"15001";"14019";"0";"0";"93";"304";"541";"592";"631";"2718";"3213";"3131";"3079";"2855";"2641";"2444";"2015";"1672";"1253";"874";"521";"276";"113";"45";"8";"1";"0";"0";"0";"28952";"68";"39";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92282";"ITAGUARI";"4504";"2259";"2245";"0";"0";"13";"23";"79";"71";"93";"392";"413";"444";"437";"422";"499";"421";"331";"312";"217";"167";"107";"42";"19";"2";"0";"0";"0";"0";"0";"4501";"3";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94072";"ITAGUARU";"5142";"2547";"2595";"0";"0";"31";"47";"91";"86";"92";"353";"460";"449";"543";"515";"476";"504";"443";"346";"250";"222";"126";"70";"33";"5";"0";"0";"0";"0";"0";"5134";"8";"7";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94110";"ITAJÁ";"3522";"1814";"1708";"0";"0";"13";"30";"54";"59";"72";"255";"315";"309";"276";"300";"349";"335";"286";"245";"200";"151";"141";"81";"32";"14";"3";"1";"1";"0";"0";"3516";"6";"42";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94137";"ITAPACI";"14609";"7376";"7233";"0";"0";"69";"182";"285";"293";"350";"1242";"1398";"1587";"1521";"1582";"1342";"1264";"1075";"838";"607";"454";"285";"142";"62";"17";"10";"3";"1";"0";"0";"14584";"25";"26";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94153";"ITAPIRAPUÃ";"6499";"3294";"3205";"0";"0";"40";"82";"122";"119";"114";"460";"531";"535";"605";"640";"661";"666";"537";"470";"323";"261";"171";"95";"41";"23";"2";"1";"0";"0";"0";"6491";"8";"40";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94196";"ITAPURANGA";"20611";"10870";"9741";"0";"0";"68";"147";"277";"292";"393";"1568";"1830";"1927";"2031";"2007";"1965";"1984";"1704";"1455";"1130";"811";"561";"292";"118";"43";"4";"2";"2";"0";"0";"20576";"35";"63";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94218";"ITARUMÃ";"4144";"2047";"2097";"0";"0";"7";"55";"61";"72";"75";"290";"395";"456";"374";"361";"442";"384";"338";"248";"213";"155";"112";"63";"19";"19";"4";"1";"0";"0";"0";"4142";"2";"10";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94234";"ITAUÇU";"6358";"3302";"3056";"0";"0";"24";"66";"102";"113";"100";"417";"571";"548";"611";"621";"581";"625";"575";"485";"378";"269";"150";"67";"38";"15";"2";"0";"0";"0";"0";"6354";"4";"6";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94250";"ITUMBIARA";"71507";"37794";"33713";"0";"0";"189";"492";"1017";"1228";"1444";"5760";"7141";"7290";"7469";"7355";"6586";"6545";"5595";"4620";"3489";"2597";"1472";"796";"314";"89";"15";"3";"1";"0";"0";"71387";"120";"183";"5"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94277";"IVOLÂNDIA";"2579";"1265";"1314";"0";"0";"7";"24";"31";"47";"34";"159";"217";"219";"237";"245";"263";"265";"232";"188";"167";"114";"75";"37";"16";"2";"0";"0";"0";"0";"0";"2575";"4";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94293";"JANDAIA";"5596";"2772";"2824";"0";"0";"24";"52";"74";"107";"92";"359";"505";"456";"508";"551";"540";"518";"496";"396";"326";"232";"176";"115";"40";"17";"8";"3";"1";"0";"0";"5584";"12";"18";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94315";"JARAGUÁ";"28980";"15251";"13729";"0";"0";"134";"298";"484";"613";"584";"2346";"2957";"3063";"3178";"3024";"2777";"2645";"2079";"1733";"1185";"864";"538";"308";"131";"30";"7";"2";"0";"0";"0";"28961";"19";"21";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94331";"JATAÍ";"68386";"35596";"32790";"0";"0";"139";"368";"996";"1254";"1365";"5797";"7231";"7343";"7697";"6966";"6250";"5634";"4654";"3930";"3153";"2225";"1628";"973";"535";"181";"53";"13";"1";"0";"0";"68233";"153";"272";"7"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94358";"JAUPACI";"2602";"1310";"1292";"0";"0";"21";"53";"45";"34";"42";"191";"212";"212";"229";"276";"241";"244";"240";"194";"145";"94";"61";"50";"15";"3";"0";"0";"0";"0";"0";"2601";"1";"10";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92983";"JESÚPOLIS";"2196";"1059";"1137";"0";"0";"7";"30";"36";"45";"48";"157";"207";"198";"195";"216";"207";"204";"173";"170";"117";"92";"57";"26";"7";"2";"1";"1";"0";"0";"0";"2193";"3";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94374";"JOVIÂNIA";"5194";"2631";"2563";"0";"0";"14";"73";"96";"87";"87";"418";"489";"446";"488";"506";"523";"452";"460";"349";"273";"175";"140";"76";"28";"9";"3";"2";"0";"0";"0";"5185";"9";"18";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94390";"JUSSARA";"13551";"7164";"6387";"0";"0";"60";"167";"231";"259";"257";"986";"1150";"1186";"1352";"1405";"1347";"1298";"1118";"994";"715";"506";"282";"161";"58";"14";"2";"3";"0";"0";"0";"13537";"14";"33";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93602";"LAGOA SANTA";"1474";"732";"742";"0";"0";"9";"17";"28";"21";"43";"114";"164";"146";"138";"145";"138";"150";"121";"73";"76";"41";"35";"6";"6";"1";"2";"0";"0";"0";"0";"1472";"2";"11";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94439";"LEOPOLDO DE BULHÕES";"5546";"2823";"2723";"0";"0";"21";"80";"79";"116";"112";"422";"549";"542";"601";"595";"524";"493";"408";"344";"289";"160";"115";"63";"24";"5";"4";"0";"0";"0";"0";"5533";"13";"7";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94455";"LUZIÂNIA";"110991";"59014";"51977";"0";"0";"251";"1209";"2439";"3066";"3188";"11318";"12646";"12473";"13050";"12014";"10503";"8696";"6752";"5111";"3689";"2214";"1325";"660";"284";"81";"17";"4";"1";"0";"0";"110878";"113";"924";"4"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94471";"MAIRIPOTABA";"2147";"1090";"1057";"0";"0";"4";"13";"33";"25";"25";"140";"190";"212";"223";"189";"211";"214";"190";"163";"116";"101";"56";"25";"14";"3";"0";"0";"0";"0";"0";"2118";"29";"1";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94498";"MAMBAÍ";"5512";"2667";"2845";"0";"0";"29";"56";"106";"151";"135";"521";"656";"707";"638";"556";"454";"417";"327";"261";"187";"137";"99";"42";"22";"7";"4";"0";"0";"0";"0";"5504";"8";"104";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94510";"MARA ROSA";"7703";"3857";"3846";"0";"0";"35";"67";"118";"162";"140";"576";"689";"662";"735";"718";"756";"724";"623";"549";"408";"315";"192";"148";"56";"20";"5";"3";"2";"0";"0";"7661";"42";"40";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94536";"MARZAGÃO";"2144";"1080";"1064";"0";"0";"7";"13";"41";"55";"44";"220";"228";"216";"229";"218";"161";"156";"143";"145";"103";"70";"49";"36";"6";"3";"1";"0";"0";"0";"0";"2142";"2";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92320";"MATRINCHÃ";"3256";"1649";"1607";"0";"0";"11";"31";"55";"66";"67";"201";"285";"317";"352";"323";"297";"355";"264";"230";"163";"116";"78";"33";"10";"2";"0";"0";"0";"0";"0";"3253";"3";"7";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94579";"MAURILÂNDIA";"7079";"3474";"3605";"0";"0";"27";"44";"114";"137";"158";"656";"777";"836";"803";"737";"663";"591";"419";"375";"291";"205";"135";"71";"28";"10";"2";"0";"0";"0";"0";"7038";"41";"6";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92347";"MIMOSO DE GOIÁS";"2466";"1187";"1279";"0";"0";"17";"40";"50";"62";"47";"175";"215";"254";"297";"261";"224";"194";"185";"147";"120";"78";"46";"32";"14";"4";"4";"0";"0";"0";"0";"2465";"1";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"96474";"MINAÇU";"21354";"10845";"10509";"0";"0";"126";"270";"400";"450";"393";"1539";"1872";"2017";"2189";"2191";"2105";"1995";"1705";"1453";"1096";"765";"418";"242";"84";"34";"6";"3";"1";"0";"0";"21300";"54";"61";"2"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94595";"MINEIROS";"40739";"20855";"19884";"0";"0";"80";"282";"613";"781";"860";"3729";"4774";"4891";"4600";"4004";"3400";"3252";"2704";"2295";"1579";"1154";"796";"509";"280";"113";"38";"5";"0";"0";"0";"40627";"112";"211";"7"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94650";"MOIPORÁ";"2049";"999";"1050";"0";"0";"1";"13";"30";"36";"40";"139";"188";"176";"194";"160";"195";"219";"193";"130";"119";"94";"66";"38";"15";"3";"0";"0";"0";"0";"0";"2048";"1";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94676";"MONTE ALEGRE DE GOIÁS";"5223";"2560";"2663";"0";"0";"26";"60";"113";"125";"133";"477";"520";"586";"546";"504";"406";"429";"415";"326";"221";"158";"103";"39";"25";"6";"5";"0";"0";"0";"0";"5222";"1";"18";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94714";"MONTES CLAROS DE GOIÁS";"6264";"3139";"3125";"0";"0";"33";"78";"109";"108";"118";"460";"563";"548";"648";"627";"644";"603";"514";"421";"319";"225";"150";"60";"33";"3";"0";"0";"0";"0";"0";"6261";"3";"9";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92363";"MONTIVIDIU";"8874";"4310";"4564";"0";"0";"22";"36";"134";"185";"170";"838";"1064";"1032";"997";"893";"870";"784";"616";"472";"322";"212";"129";"62";"24";"11";"1";"0";"0";"0";"0";"8851";"23";"12";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93181";"MONTIVIDIU DO NORTE";"3172";"1528";"1644";"0";"0";"28";"42";"60";"74";"67";"244";"254";"218";"333";"334";"318";"288";"276";"224";"162";"128";"78";"34";"8";"1";"1";"0";"0";"0";"0";"3169";"3";"49";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94730";"MORRINHOS";"34248";"17731";"16517";"0";"0";"62";"198";"477";"630";"668";"2808";"3425";"3339";"3412";"3435";"3204";"2982";"2571";"2162";"1694";"1327";"971";"496";"268";"97";"19";"3";"0";"0";"0";"34189";"59";"96";"2"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92169";"MORRO AGUDO DE GOIÁS";"2325";"1141";"1184";"0";"0";"33";"40";"41";"38";"38";"157";"192";"222";"214";"228";"236";"214";"200";"159";"127";"80";"64";"29";"12";"0";"1";"0";"0";"0";"0";"2320";"5";"26";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94757";"MOSSÂMEDES";"4409";"2169";"2240";"0";"0";"28";"39";"62";"79";"83";"308";"398";"412";"422";"412";"426";"433";"367";"292";"238";"178";"143";"74";"13";"2";"0";"0";"0";"0";"0";"4408";"1";"5";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94773";"MOZARLÂNDIA";"11120";"5559";"5561";"0";"0";"58";"128";"223";"258";"247";"1008";"1145";"1257";"1265";"1169";"1009";"948";"733";"576";"424";"303";"206";"108";"45";"10";"0";"0";"0";"0";"0";"11104";"16";"51";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"96512";"MUNDO NOVO";"4397";"2181";"2216";"0";"0";"21";"48";"58";"78";"86";"331";"341";"389";"459";"457";"408";"405";"369";"348";"235";"170";"100";"51";"30";"10";"1";"2";"0";"0";"0";"4393";"4";"13";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94790";"MUTUNÓPOLIS";"3252";"1583";"1669";"0";"0";"21";"32";"52";"76";"68";"217";"300";"268";"336";"348";"323";"293";"263";"223";"165";"109";"85";"53";"12";"5";"2";"0";"1";"0";"0";"3244";"8";"3";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94854";"NAZÁRIO";"6656";"3392";"3264";"0";"0";"49";"95";"97";"145";"112";"526";"607";"650";"727";"696";"618";"574";"524";"428";"359";"209";"142";"75";"19";"4";"0";"0";"0";"0";"0";"6650";"6";"7";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94870";"NERÓPOLIS";"21886";"11419";"10467";"0";"0";"70";"158";"326";"434";"486";"2084";"2417";"2628";"2458";"2317";"1981";"1765";"1518";"1164";"825";"584";"363";"199";"83";"23";"2";"1";"0";"0";"0";"21873";"13";"35";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94897";"NIQUELÂNDIA";"27607";"13976";"13631";"0";"0";"105";"267";"485";"602";"548";"2013";"2480";"2686";"2949";"2785";"2481";"2597";"2269";"1931";"1328";"958";"591";"351";"127";"45";"7";"1";"1";"0";"0";"27576";"31";"71";"2"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94919";"NOVA AMÉRICA";"2099";"1041";"1058";"0";"0";"15";"20";"38";"39";"40";"146";"174";"176";"182";"222";"203";"193";"184";"152";"121";"90";"56";"35";"11";"2";"0";"0";"0";"0";"0";"2098";"1";"8";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94935";"NOVA AURORA";"1854";"901";"953";"0";"0";"13";"19";"26";"27";"33";"108";"160";"156";"186";"176";"187";"166";"155";"141";"113";"77";"62";"29";"14";"5";"1";"0";"0";"0";"0";"1850";"4";"0";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"96539";"NOVA CRIXÁS";"8773";"4224";"4549";"0";"0";"42";"48";"152";"165";"166";"763";"876";"990";"1027";"917";"827";"785";"644";"483";"395";"235";"166";"64";"21";"5";"2";"0";"0";"0";"0";"8745";"28";"56";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"96555";"NOVA GLÓRIA";"6245";"3215";"3030";"0";"0";"43";"67";"111";"100";"92";"458";"493";"508";"538";"588";"597";"626";"529";"461";"343";"286";"225";"101";"51";"24";"4";"0";"0";"0";"0";"6226";"19";"4";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93084";"NOVA IGUAÇU DE GOIÁS";"2822";"1344";"1478";"0";"0";"26";"32";"57";"55";"56";"236";"253";"315";"307";"288";"252";"212";"195";"188";"133";"101";"67";"33";"13";"2";"0";"1";"0";"0";"0";"2816";"6";"3";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94951";"NOVA ROMA";"2494";"1199";"1295";"0";"0";"26";"34";"62";"35";"42";"170";"225";"219";"258";"214";"204";"223";"221";"193";"136";"99";"65";"40";"19";"7";"2";"0";"0";"0";"0";"2494";"0";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94978";"NOVA VENEZA";"7113";"3545";"3568";"0";"0";"30";"50";"103";"139";"151";"583";"698";"735";"734";"693";"662";"658";"534";"448";"339";"260";"149";"90";"36";"17";"3";"1";"0";"0";"0";"7109";"4";"24";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95010";"NOVO BRASIL";"3085";"1560";"1525";"0";"0";"23";"27";"44";"48";"47";"209";"259";"276";"270";"260";"302";"297";"276";"242";"187";"149";"97";"50";"19";"2";"1";"0";"0";"0";"0";"3080";"5";"8";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93327";"NOVO GAMA";"40451";"22465";"17986";"0";"0";"81";"439";"944";"1193";"1200";"4503";"4934";"4500";"4860";"4375";"3779";"3211";"2307";"1822";"1274";"618";"253";"128";"22";"6";"2";"0";"0";"0";"0";"40373";"78";"152";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92444";"NOVO PLANALTO";"3223";"1574";"1649";"0";"0";"11";"34";"56";"82";"65";"215";"285";"310";"320";"357";"315";"308";"265";"211";"125";"109";"77";"53";"15";"8";"0";"2";"0";"0";"0";"3222";"1";"2";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95036";"ORIZONA";"11649";"5756";"5893";"0";"0";"25";"79";"181";"205";"219";"888";"1076";"1102";"1079";"1136";"1173";"1067";"922";"793";"617";"505";"309";"181";"69";"19";"4";"0";"0";"0";"0";"11615";"34";"46";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95052";"OURO VERDE DE GOIÁS";"3450";"1745";"1705";"0";"0";"9";"22";"58";"57";"62";"296";"310";"313";"333";"341";"335";"324";"271";"242";"165";"148";"86";"41";"22";"11";"3";"1";"0";"0";"0";"3438";"12";"12";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95079";"OUVIDOR";"7425";"3589";"3836";"0";"0";"21";"45";"75";"152";"159";"625";"769";"825";"830";"739";"664";"644";"549";"444";"317";"262";"158";"93";"40";"11";"2";"1";"0";"0";"0";"7421";"4";"3";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95095";"PADRE BERNARDO";"17050";"8810";"8240";"0";"0";"52";"237";"400";"406";"394";"1532";"1717";"1798";"1858";"1696";"1485";"1355";"1253";"978";"730";"517";"348";"184";"81";"20";"5";"4";"0";"0";"0";"17039";"11";"86";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"92460";"PALESTINA DE GOIÁS";"3244";"1574";"1670";"0";"0";"7";"18";"52";"56";"55";"247";"331";"310";"324";"311";"283";"336";"255";"219";"172";"108";"83";"49";"19";"6";"2";"1";"0";"0";"0";"3237";"7";"6";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95117";"PALMEIRAS DE GOIÁS";"20208";"10551";"9657";"0";"0";"75";"205";"343";"373";"443";"1793";"2154";"2226";"2249";"2011";"1838";"1690";"1472";"1170";"837";"613";"401";"214";"75";"20";"4";"2";"0";"0";"0";"20205";"3";"120";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95133";"PALMELO";"2106";"1081";"1025";"0";"0";"13";"16";"29";"42";"43";"173";"191";"174";"206";"183";"205";"171";"163";"145";"121";"92";"60";"38";"30";"10";"1";"0";"0";"0";"0";"2092";"14";"10";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95150";"PALMINÓPOLIS";"3686";"1875";"1811";"0";"0";"20";"44";"47";"65";"72";"269";"349";"309";"350";"356";"374";"334";"316";"269";"180";"168";"96";"48";"16";"4";"0";"0";"0";"0";"0";"3684";"2";"14";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95176";"PANAMÁ";"2416";"1179";"1237";"0";"0";"4";"7";"27";"31";"56";"157";"219";"197";"239";"238";"224";"227";"182";"182";"149";"120";"83";"45";"22";"4";"3";"0";"0";"0";"0";"2415";"1";"6";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"94552";"PARANAIGUARA";"7087";"3634";"3453";"0";"0";"23";"59";"90";"132";"123";"477";"661";"684";"673";"697";"670";"659";"527";"469";"396";"300";"203";"139";"63";"34";"7";"0";"1";"0";"0";"7080";"7";"12";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95230";"PARAÚNA";"8428";"4320";"4108";"0";"0";"30";"78";"143";"158";"155";"693";"762";"821";"849";"950";"773";"751";"615";"539";"425";"322";"198";"95";"50";"18";"3";"0";"0";"0";"0";"8388";"40";"44";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93068";"PEROLÂNDIA";"2960";"1410";"1550";"0";"0";"10";"32";"58";"63";"68";"283";"283";"287";"344";"327";"270";"225";"214";"158";"135";"89";"54";"31";"26";"3";"0";"0";"0";"0";"0";"2953";"7";"3";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95311";"PETROLINA DE GOIÁS";"7044";"3636";"3408";"0";"0";"26";"77";"107";"115";"107";"480";"611";"591";"672";"687";"693";"658";"643";"534";"420";"250";"203";"106";"42";"17";"2";"2";"1";"0";"0";"7037";"7";"13";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95354";"PILAR DE GOIÁS";"2841";"1352";"1489";"0";"0";"17";"45";"52";"52";"62";"202";"299";"272";"285";"275";"260";"249";"228";"181";"139";"97";"65";"43";"9";"9";"0";"0";"0";"0";"0";"2840";"1";"14";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95397";"PIRACANJUBA";"18851";"9522";"9329";"0";"0";"42";"97";"225";"314";"358";"1348";"1632";"1582";"1804";"1796";"1779";"1715";"1533";"1398";"1092";"842";"617";"408";"180";"69";"15";"5";"0";"0";"0";"18781";"70";"63";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95419";"PIRANHAS";"9182";"4634";"4548";"0";"0";"31";"56";"148";"179";"159";"685";"785";"757";"801";"869";"874";"896";"772";"671";"539";"417";"262";"159";"97";"16";"7";"2";"0";"0";"0";"9166";"16";"19";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95435";"PIRENÓPOLIS";"18029";"9127";"8902";"0";"0";"46";"171";"324";"366";"348";"1373";"1616";"1674";"1841";"1859";"1808";"1712";"1451";"1244";"960";"637";"350";"178";"60";"11";"0";"0";"0";"0";"0";"18013";"16";"20";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95451";"PIRES DO RIO";"20235";"10661";"9574";"0";"0";"54";"163";"326";"399";"474";"1613";"1916";"1864";"2032";"1980";"1918";"1879";"1733";"1369";"1120";"727";"379";"202";"70";"15";"2";"0";"0";"0";"0";"20205";"30";"60";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95958";"PLANALTINA";"54167";"28846";"25321";"0";"0";"183";"485";"1168";"1478";"1687";"6059";"6529";"6279";"6558";"5970";"4894";"3965";"2937";"2259";"1712";"1042";"558";"247";"125";"24";"7";"1";"0";"0";"0";"54030";"137";"97";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95494";"PONTALINA";"13407";"6922";"6485";"0";"0";"69";"131";"232";"246";"236";"993";"1123";"1202";"1313";"1285";"1277";"1226";"1087";"924";"734";"563";"423";"223";"83";"27";"6";"4";"0";"0";"0";"13381";"26";"25";"1"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95559";"PORANGATU";"29475";"15462";"14013";"0";"0";"106";"322";"548";"628";"662";"2392";"2752";"2855";"2952";"2962";"2738";"2590";"2255";"1886";"1391";"1007";"701";"419";"211";"75";"17";"5";"1";"0";"0";"29423";"52";"70";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93424";"PORTEIRÃO";"2763";"1300";"1463";"0";"0";"8";"36";"51";"56";"55";"215";"307";"332";"342";"286";"264";"227";"198";"147";"102";"71";"41";"20";"4";"0";"0";"1";"0";"0";"0";"2762";"1";"10";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95575";"PORTELÂNDIA";"3055";"1503";"1552";"0";"0";"11";"29";"61";"44";"56";"206";"306";"310";"310";"290";"289";"261";"222";"227";"162";"116";"71";"53";"23";"5";"2";"1";"0";"0";"0";"3052";"3";"8";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"95613";"POSSE";"22220";"11408";"10812";"0";"0";"91";"267";"475";"533";"553";"2027";"2433";"2619";"2705";"2307";"1958";"1697";"1428";"1090";"728";"550";"396";"220";"100";"29";"9";"4";"1";"0";"0";"22197";"23";"77";"0"
"2018";"1";"Brasil";"CO";"Centro-Oeste";"GO";"Goiás";"93041";"PROFESSOR JAMIL";"2676";"1359";"1317";"0";"0";"18";"39";"50";"55";"52";"218";"225";"244";"253";"260";"257";"242";"220";"185";"158";"116";"51";"22";"8";"3";"0";"0";"0";"0";"0";"2584";"92";"13";"1"
